Id;label;wikidata;date of birth;date of death;place of birth;place of death;occupation;educated at;gender;wikipedia;type
p_1532;Knirr, Heinrich;Q835503;02.09.1862;26.05.1944;Pan?evo;Staudach-Egerndach;"painter;university teacher";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Heinrich_Knirr;person
p_1533;Knöchl, Hans;Q20083372;26.07.1850;13.10.1927;Prague;London;painter;;male;;person
p_1534;Knoll, Konrad;Q322909;09.09.1829;14.06.1899;Bad Bergzabern;Munich;"sculptor;university teacher";Technical University of Munich;male;https://en.wikipedia.org/wiki/Konrad_Knoll;person
p_1535;Knopp, Imre;Q30066800;29.12.1867;30.01.1945;Pest;Budapest;painter;;male;;person
p_1536;Knüpfer, Beneš;Q17505770;12.04.1844;18.11.1910;Frýdštejn;Ancona;"painter;teacher;illustrator";;male;;person
p_1537;Kobierski, Carl von;Q60815851;01.01.1846;01.01.1907;;Vienna;painter;;male;;person
p_1538;Kobilca, Ivana;Q236878;20.12.1861;04.12.1926;Ljubljana;Ljubljana;painter;;female;https://en.wikipedia.org/wiki/Ivana_Kobilca;person
p_1539;Koch, Franz;Q60497073;12.09.1832;12.05.1922;Tarrenz;Vienna;sculptor;;male;;person
p_1540;Koch, Hermann;Q17575672;01.01.1856;19.07.1939;Dömitz;Munich;painter;;male;https://en.wikipedia.org/wiki/Hermann_Koch_(painter);person
p_1541;Koch, Ludwig;Q94666;13.12.1866;26.11.1934;Vienna;Vienna;"painter;sculptor;illustrator";;male;https://en.wikipedia.org/wiki/Ludwig_Koch_(painter);person
p_1542;Koch, Max Friedrich;Q1724908;24.11.1859;18.02.1930;Berlin;Sacrow;painter;"Beaux-Arts de Paris;Unterrichtsanstalt des Kunstgewerbemuseums Berlin";male;https://en.wikipedia.org/wiki/Max_Friedrich_Koch;person
p_1543;Koch, Michel;Q94319527;01.01.1853;12.05.1927;;Mannheim;painter;;male;;person
p_1544;Kochanowski, Roman;Q2164656;28.02.1857;03.08.1945;Kraków;Freising;"painter;drawer";"Jan Matejko Academy of Fine Arts in Krakow;Academy of Fine Arts Vienna";male;https://en.wikipedia.org/wiki/Roman_Kochanowski;person
p_1545;Köckert, Julius;Q3189860;05.06.1827;21.11.1918;Leipzig;Munich;painter;;male;https://de.wikipedia.org/wiki/Julius_K%C3%B6ckert;person
p_1592;Korzinek, Paul;;;;;;;;male;;person
p_1546;Koebel, Georg;Q41302116;03.09.1807;10.12.1894;;;"painter;lithographer";;male;;person
p_1547;Koehler, A.;;;;;;;;unknown;;person
p_1548;Koekkoek, Barend Cornelius;Q808081;11.10.1803;05.04.1862;Middelburg;Kleve;"painter;landscape painter";;male;https://en.wikipedia.org/wiki/Barend_Cornelis_Koekkoek;person
p_1549;Koekkoek, Willem;Q2244591;03.01.1839;01.01.1885;Amsterdam;Amsterdam;"painter;architect";;male;https://en.wikipedia.org/wiki/Willem_Koekkoek;person
p_1550;Koepping, Carl;Q168340;24.06.1848;15.07.1914;Dresden;Berlin;"painter;printmaker;designer;glass artist";Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Karl_K%C3%B6pping;person
p_1551;Koerner, Ernst;Q99761;03.11.1846;30.07.1927;Malbork;Berlin;"painter;artist";Berliner Akademie der Künste;male;https://en.wikipedia.org/wiki/Ernst_Koerner;person
p_1553;Kogan, Gregor;;;;;;;;male;;person
p_1554;Kohlschein, Josef;Q1705013;17.09.1841;29.03.1915;Warburg;Düsseldorf;copperplate engraver;Kunstakademie Düsseldorf;male;https://de.wikipedia.org/wiki/Josef_Kohlschein;person
p_1555;Kohn, David;Q62766722;22.08.1861;31.01.1922;Vienna;Vienna;"painter;art educator;writer";"Academy of Fine Arts, Munich;Academy of Fine Arts Vienna";male;;person
p_1556;Kohrl, Ludwig;Q52155605;04.08.1858;20.05.1927;Graz;;painter;;male;;person
p_1557;Koken, Gustav;Q17123451;08.08.1850;06.07.1910;Hanover;Hanover;painter;;male;https://de.wikipedia.org/wiki/Gustav_Koken;person
p_3213;Verveer, S. L.;Q2683295;30.11.1813;05.01.1876;The Hague;The Hague;painter;;male;https://en.wikipedia.org/wiki/Salomon_Verveer;person
p_3094;Thaulow, Fritz;Q445891;20.10.1847;05.11.1906;Christiania;Volendam;"painter;graphic artist";;male;https://en.wikipedia.org/wiki/Frits_Thaulow;person
p_1558;Koldewey, Bernard Marie;Q17189389;23.11.1859;17.12.1898;Dordrecht;Dordrecht;painter;;male;;person
p_1559;Kolitz, Louis;Q1871791;05.04.1845;24.07.1914;Sovetsk;Berlin;painter;"Berliner Akademie der Künste;Kunstakademie Düsseldorf";male;https://en.wikipedia.org/wiki/Louis_Kolitz;person
p_1560;Kölle, G.;;;;;;;;unknown;;person
p_1561;Koller, Bronislawa;Q927192;25.02.1863;26.04.1934;Sanok;Oberwaltersdorf;painter;;female;https://en.wikipedia.org/wiki/Broncia_Koller-Pinell;person
p_1562;Koller, Guil;;;;;;;;male;;person
p_1563;Koller, Rudolf;Q123734;21.05.1828;05.01.1905;Zürich;Zürich;painter;Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Rudolf_Koller;person
p_1564;Koller, Wilhelm;Q19670719;01.01.1829;01.01.1884;Vienna;Nancy;painter;;male;https://de.wikipedia.org/wiki/Wilhelm_Koller;person
p_1565;Koloc, Johann;;;;;;;;male;;person
p_1566;Komlósy, Irma;Q95196934;30.08.1850;17.07.1919;Prague;Schrabatz;"artist;painter";University of Applied Arts Vienna;female;https://en.wikipedia.org/wiki/Irma_Komlosy;person
p_1567;Konek, Ida;Q16521305;13.06.1856;17.01.1942;Bratislava;Budapest;"painter;artist";;female;;person
p_1568;Koner, Max;Q1445770;17.07.1854;07.07.1900;Berlin;Berlin;painter;"Academy of Arts, Berlin;Prussian Academy of Arts;Berliner Akademie der Künste";male;https://en.wikipedia.org/wiki/Max_Koner;person
p_1569;König, Friedrich;;;;;;;;male;;person
p_1570;König, Hugo;Q28323631;12.05.1856;27.07.1899;Dresden;Diakonissenanstalt Dresden;painter;;male;;person
p_1571;König, Karl;Q94839355;03.12.1841;27.04.1915;Vienna;Vienna;"architect;university teacher;teacher";;male;https://de.wikipedia.org/wiki/Karl_K%C3%B6nig_(Architekt);person
p_1572;König, Otto;Q2039678;28.01.1838;30.12.1920;Meissen;Vienna;"sculptor;university teacher";Dresden Academy of Fine Arts;male;https://de.wikipedia.org/wiki/Otto_K%C3%B6nig_(Bildhauer);person
p_1573;König-Ingenheim, Marie von;;;;;;;;female;;person
p_1574;König-Lorinser, Minna;Q61197869;02.07.1849;01.05.1893;Vienna;Vienna;painter;;female;;person
p_1575;Konopa, Rudolf;Q2173203;03.02.1864;06.10.1936;Vienna;Vienna;painter;;male;https://de.wikipedia.org/wiki/Rudolf_Konopa;person
p_1576;Konti, Isidor;Q1673948;09.07.1862;11.01.1938;Vienna;New York City;sculptor;;male;https://en.wikipedia.org/wiki/Isidore_Konti;person
p_1577;Kool, Catharina;Q23054633;12.07.1860;26.04.1933;Amsterdam;Ede;painter;;female;;person
p_1578;Kopallik, Franz;Q21553982;04.01.1860;29.01.1931;Vienna;Vienna;painter;;male;https://de.wikipedia.org/wiki/Franz_Kopallik;person
p_1579;Kopf, J.;;;;;;;;unknown;;person
p_1580;Köpf, Josef;Q39973638;16.01.1873;21.10.1953;Vienna;Vienna;painter;;male;;person
p_1581;Kopp, C.;;;;;;;;unknown;;person
p_1582;Kopp, M.;;;;;;;;unknown;;person
p_1583;Koppalik, Franz;;;;;;;;male;;person
p_1584;Koppay, Josef Arpád von;Q1704224;15.03.1859;02.09.1927;Vienna;Bad Gastein;painter;;male;https://de.wikipedia.org/wiki/Josef_Arp%C3%A1d_Koppay;person
p_1585;Koppel, Gustav;Q59489682;07.02.1839;28.08.1905;Zagreb;Florence;painter;;male;;person
p_1586;Kops, Franz;Q18600490;14.07.1846;24.08.1896;Berlin;Dresden;painter;;male;https://de.wikipedia.org/wiki/Franz_Kops;person
p_1604;Kozakiewicz, Antoni;Q2485193;13.06.1841;03.01.1929;Kraków;Kraków;painter;Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Antoni_Kozakiewicz;person
p_1587;Körle, Pankraz;Q18508565;21.10.1823;23.04.1875;Munich;Munich;painter;;male;https://de.wikipedia.org/wiki/Pancraz_K%C3%B6rle;person
p_1588;Kornbeck, Julius;Q1310146;21.07.1839;03.05.1920;Winnenden;Oberensingen;painter;"Stuttgart State Academy of Art and Design;Academy of Fine Arts, Munich;Kunstakademie Düsseldorf";male;https://de.wikipedia.org/wiki/Julius_Kornbeck;person
p_1589;Koroknyai, Otto;Q28722241;13.06.1856;27.04.1898;Buda;Budapest;painter;;male;;person
p_1590;Korompay, Gustav;Q1556636;04.01.1833;17.02.1907;Vienna;Vienna;architect;;male;https://de.wikipedia.org/wiki/Gustav_von_Korompay;person
p_1591;Korwan, Franz;;;;;;;;male;;person
p_1593;Kosler, Franz Xaver;Q21130123;16.08.1864;15.12.1905;Vienna;Syracuse;"painter;artist";;male;https://en.wikipedia.org/wiki/Franz_Xaver_Kosler;person
p_1594;Kossak, Juliusz Fortunat;Q956091;15.12.1824;03.02.1899;Nowy Wi?nicz;Kraków;"painter;illustrator;graphic artist;drawer";Law Faculty of Lviv University;male;https://en.wikipedia.org/wiki/Juliusz_Kossak;person
p_1595;Kossak, Wojciech;Q727637;31.12.1856;29.07.1942;Paris;Kraków;"painter;graphic artist;typographer";"Jan Matejko Academy of Fine Arts in Krakow;Academy of Fine Arts, Munich";male;https://en.wikipedia.org/wiki/Wojciech_Kossak;person
p_446;Caruel, Jeanne;;;;;;;;male;;person
p_1597;Kotányi, Hilda;;;;;;;;female;;person
p_1598;Kotowski, Damazy;Q4355201;08.12.1861;16.08.1943;Piotrków Trybunalski;Pozna?;painter;Jan Matejko Academy of Fine Arts in Krakow;male;https://de.wikipedia.org/wiki/Damazy_Kotowski;person
p_1599;Kotschenreiter, Hugo;Q21289121;06.01.1854;22.04.1908;Hof;Munich;painter;"Academy of Fine Arts, Nuremberg;Academy of Fine Arts, Munich;Wilhelm von Diez";male;https://de.wikipedia.org/wiki/Hugo_Kotschenreiter;person
p_1600;Kotsis, Aleksander;Q942477;30.05.1836;07.08.1877;Kraków;Podgórze, Kraków;painter;Jan Matejko Academy of Fine Arts in Krakow;male;https://en.wikipedia.org/wiki/Aleksander_Kotsis;person
p_1601;Kovács, Kp. Ladislaus von;;;;;;;;male;;person
p_1602;Kowalski-Wierusz, Alfred von;Q358110;11.10.1849;16.02.1915;Suwa?ki;Munich;painter;Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Alfred_Kowalski;person
p_1603;Kowarzik, Josef;Q43319125;01.03.1860;13.03.1911;Vienna;;"sculptor;engraver;medalist";;male;;person
p_1605;Kraemer, P.;Q30304503;01.01.1823;01.01.1907;Zweibrücken;Brooklyn;painter;;male;;person
p_1606;Krahl, Ernst;Q60816152;26.10.1858;22.11.1926;Dresden;Vienna;"heraldist;watercolorist";;male;;person
p_1607;Krahnert, Gustav;Q94911897;01.01.1858;01.01.1941;Aachen;Holzminden;"artist;painter";;male;;person
p_1608;Král, Josef;;;;;;;;male;;person
p_1609;Krämer, Johann Viktor;Q1696478;23.08.1861;06.05.1949;Adamov;Vienna;"painter;photographer";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Johann_Victor_Kr%C3%A4mer;person
p_1610;Kramer, Josef von;Q52150093;26.05.1841;28.05.1908;Augsburg;Munich;sculptor;;male;;person
p_1611;Kratzer, Karl von;Q52155027;09.02.1827;21.02.1903;Vienna;Vienna;"etcher;painter";;male;;person
p_1612;Kraus, August;Q762502;09.07.1868;08.02.1934;Ruhrort;Berlin;sculptor;Prussian Academy of Arts;male;https://en.wikipedia.org/wiki/August_Kraus;person
p_1613;Kraus, Friedrich;Q1460538;27.05.1826;28.09.1894;Klaip?da;Berlin;"painter;engraver;lithographer";Art Academy Königsberg;male;https://de.wikipedia.org/wiki/Friedrich_Kraus_(Maler);person
p_1618;Krausz, Wilhelm Victor;Q1651131;21.03.1878;04.05.1959;Nitra;Baden;painter;;male;https://de.wikipedia.org/wiki/Wilhelm_Viktor_Krausz;person
p_1614;Krause, Bernh.;;;;;;;;unknown;;person
p_1615;Krause, Theodor;Q95249356;01.01.1868;;Meissen;;restorer;;male;;person
p_1616;Krauskopf, Wilhelm;Q18508720;30.06.1847;18.08.1921;Zerbst;Illenau;"painter;graphic artist;engraver";Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Wilhelm_Krauskopf;person
p_1617;Krauß, Franz Frh. von;Q1449935;14.06.1865;24.02.1942;Vienna;Vienna;architect;;male;https://de.wikipedia.org/wiki/Franz_von_Krau%C3%9F_(Architekt);person
p_3020;Strecker, Emil;Q1336893;29.09.1841;08.12.1925;Dresden;Dürnstein;"painter;sculptor";;male;https://de.wikipedia.org/wiki/Emil_Strecker;person
p_1620;Kregczy, Edmund;;;;;;;;male;;person
p_1621;Kreling, Wilhelm;Q26896951;01.01.1855;01.01.1937;Nuremberg;Munich;painter;;male;;person
p_1622;Krenn, Edmund;Q60816294;25.04.1845;13.02.1902;Vienna;Zürich;painter;Academy of Fine Arts Vienna;male;https://de.wikipedia.org/wiki/Edmund_Krenn;person
p_1623;Kretzschmer, Hermann;Q318543;28.10.1811;05.02.1890;Anklam;Berlin;painter;"Berliner Akademie der Künste;Kunstakademie Düsseldorf";male;https://de.wikipedia.org/wiki/Hermann_Kretzschmer;person
p_1624;Kricheldorf, Karl;Q94928593;01.01.1863;01.01.1934;Celle;Munich;painter;;male;https://de.wikipedia.org/wiki/Carl_Kricheldorf;person
p_1625;Krieger, Josef;Q1252546;10.03.1848;10.03.1914;Salzburg;Zürich;painter;;male;https://de.wikipedia.org/wiki/Josef_Krieger_(Maler);person
p_1626;Kriehuber, Josef;Q93804;14.12.1800;30.05.1876;Vienna;Vienna;"lithographer;painter;graphic artist";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Josef_Kriehuber;person
p_1628;Kronberg, Julius;Q1604937;11.12.1850;17.10.1921;Karlskrona city community;Engelbrekt church parish;"painter;university teacher;artist";Kunstakademie Düsseldorf;male;https://en.wikipedia.org/wiki/Julius_Kronberg;person
p_1629;Kronberger, Karl;Q4994282;07.03.1841;27.10.1921;Freistadt;Munich;painter;;male;https://en.wikipedia.org/wiki/Carl_Kronberger;person
p_1630;Kröner, Johann Christian;Q1080700;03.02.1838;10.10.1911;Rinteln;Düsseldorf;painter;;male;https://de.wikipedia.org/wiki/Christian_Kr%C3%B6ner;person
p_1631;Kronstein, A.;;;;;;;;unknown;;person
p_1632;Krostewitz, Fritz;Q52155651;04.07.1860;05.12.1913;Berlin;Berlin;"painter;drawer;etcher;printmaker;engraver";Berliner Akademie der Künste;male;;person
p_1633;Krudowsky, F.;;;;;;;;unknown;;person
p_1634;Krüger, Eugen;Q1372696;26.12.1832;08.07.1876;Altona;Duesternbrook;"painter;graphic artist;lithographer";;male;https://de.wikipedia.org/wiki/Eugen_Kr%C3%BCger;person
p_1635;Krüger, Ferdinand Anton;Q24088319;01.08.1795;24.04.1857;Loschwitz;Dresden;"engraver;graphic artist;drawer";;male;https://de.wikipedia.org/wiki/Anton_Ferdinand_Kr%C3%BCger;person
p_1636;Krüger, Max;Q1248543;18.07.1834;30.01.1880;Lübbenau/Spreewald;Dresden;painter;;male;https://de.wikipedia.org/wiki/Max_Carl_Kr%C3%BCger;person
p_1637;Kruis, Ferdinand;Q1405522;25.04.1869;17.01.1944;Písek;Innsbruck;"painter;lithographer";;male;https://de.wikipedia.org/wiki/Ferdinand_Kruis;person
p_1638;Krzesz, M?cina Józef;Q7225041;02.01.1860;02.12.1934;Kraków;Pozna?;painter;Jan Matejko Academy of Fine Arts in Krakow;male;https://en.wikipedia.org/wiki/J%C3%B3zef_M%C4%99cina-Krzesz;person
p_1639;Kubierschky, Erich;Q19279224;10.06.1854;21.06.1944;Z?bkowice ?l?skie;;"painter;porcelain painter";Berliner Akademie der Künste;male;https://de.wikipedia.org/wiki/Erich_Kubierschky;person
p_1640;Kubin, Karoline;Q38778772;22.10.1860;12.07.1945;Chrudim;Vienna;painter;;female;https://de.wikipedia.org/wiki/Caroline_Kubin;person
p_1641;Kubinsky, Karl;Q30945396;03.08.1837;11.10.1889;Prague;Munich;painter;;male;https://de.wikipedia.org/wiki/Karl_Kubinsky;person
p_1642;Kuehl, Gotthardt;Q879198;28.11.1850;09.01.1915;Lübeck;Dresden;"painter;university teacher";Dresden Academy of Fine Arts;male;https://en.wikipedia.org/wiki/Gotthardt_Kuehl;person
p_1643;Kugler, Paul Franz;Q60816508;11.07.1836;11.04.1875;Sopron;Vienna;"artist;sculptor";;male;;person
p_1644;Kühn, Friedrich;Q1460639;26.02.1854;01.01.1937;Luba?;Munich;sculptor;;male;https://de.wikipedia.org/wiki/Friedrich_K%C3%BChn_(Bildhauer);person
p_1645;Kühne, Karl Ludwig August;Q60816481;29.07.1845;15.08.1895;Königslutter am Elm;Graz;sculptor;;male;;person
p_1646;Kuhnert, Wilhelm;Q315022;18.09.1865;11.02.1926;Opole;Flims;"painter;illustrator";;male;https://en.wikipedia.org/wiki/Wilhelm_Kuhnert;person
p_1647;Kumm, W.;;;;;;;;unknown;;person
p_1648;Kundmann, Karl;Q323521;15.06.1838;09.06.1919;Vienna;Vienna;sculptor;Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Carl_Kundmann;person
p_1649;Kuntz, Gustav;Q20184460;17.02.1843;02.05.1879;Wildenfels;Rome;"painter;sculptor";;male;https://de.wikipedia.org/wiki/Gustav_Adolf_Kuntz;person
p_1650;Kuntz, Hedwig;;;;;;;;female;;person
p_1651;Kunwald, Ernestine;Q94752662;01.01.1843;01.01.1904;;;painter;;female;;person
p_1652;Kunz, Ludwig Adam;Q21540380;03.06.1857;15.04.1929;Vienna;Munich;"painter;university teacher";"Academy of Fine Arts Vienna;Academy of Fine Arts, Munich";male;https://de.wikipedia.org/wiki/Ludwig_Adam_Kunz;person
p_1653;Kupelwieser, Leopold;Q670611;17.10.1796;17.11.1862;Markt Piesting;Vienna;painter;"Academy of Fine Arts Vienna;Akademisches Gymnasium";male;https://en.wikipedia.org/wiki/Leopold_Kupelwieser;person
p_1654;Kupfer, Johann Michael;Q1695562;04.06.1859;21.06.1917;Schwabach;Vienna;"painter;sculptor";;male;https://de.wikipedia.org/wiki/Johann_Michael_Kupfer;person
p_1655;Kupinsky;;;;;;;;unknown;;person
p_1656;Kuppelmayr, Rudolf;Q2173250;01.01.1843;01.01.1918;Kaufbeuren;Munich;painter;;male;https://de.wikipedia.org/wiki/Rudolf_Kuppelmayr;person
p_1657;Kurella, Ludwig von;Q8862647;13.08.1834;12.05.1902;Warsaw;Warsaw;painter;;male;;person
p_1658;Kurowski, Margarethe von;;;;;;;;female;;person
p_1659;Kurtz, August;Q767903;01.08.1856;05.07.1916;Sankt Gallen;Admont;painter;;male;https://de.wikipedia.org/wiki/Augustin_Maria_Kurtz-Gallenstein;person
p_1660;Kurz, Georg;Q55844513;01.01.1826;01.01.1916;;;painter;;male;;person
p_1662;Kurzweil, Max;Q317883;12.10.1867;09.05.1916;Bzenec;Vienna;"painter;drawer;graphic artist";"Academy of Fine Arts Vienna;Académie Julian";male;https://en.wikipedia.org/wiki/Max_Kurzweil;person
p_1663;Küss, Ferdinand;Q25965016;01.01.1800;01.01.1886;Vienna;;"painter;photographer";;male;;person
p_1664;Küstner, Carl;Q1039320;15.11.1861;18.06.1934;Guntersblum;Munich;painter;;male;https://de.wikipedia.org/wiki/Carl_K%C3%BCstner;person
p_1665;Kuwasseg, Karl Josef;Q12061060;20.03.1802;29.01.1877;Trieste;Nanterre;"painter;landscape painter";;male;https://en.wikipedia.org/wiki/Karl_Joseph_Kuwasseg;person
p_1667;Laar, H.;;;;;;;;unknown;;person
p_1668;Lach, Andreas;Q499160;01.01.1817;15.04.1882;Lednice;Vienna;painter;;male;https://de.wikipedia.org/wiki/Andreas_Lach;person
p_1669;Lachenal, Edmond;Q5338890;03.06.1855;10.06.1948;Paris;7th arrondissement of Paris;ceramicist;;male;https://en.wikipedia.org/wiki/Edmond_Lachenal;person
p_1670;Lachenwitz, Friedrich Sigmund;Q19721099;01.01.1820;01.01.1868;Neuss;Düsseldorf;"artist;painter";Kunstakademie Düsseldorf;male;https://de.wikipedia.org/wiki/Siegmund_Lachenwitz;person
p_1671;Lafite, Carl;;;;;;;;male;;person
p_1672;Lafite, Ernst;Q1359154;11.08.1826;29.10.1885;Vienna;Vienna;painter;;male;https://de.wikipedia.org/wiki/Ernst_Lafite;person
p_1673;Lafon, Jacqes Emile;Q3158086;26.01.1817;19.02.1886;Périgueux;7th arrondissement of Paris;painter;Beaux-Arts de Paris;male;https://fr.wikipedia.org/wiki/Jacques-%C3%89mile_Lafon;person
p_1674;Lafont, Emile;Q18575145;01.01.1853;01.01.1916;;;sculptor;;male;;person
p_1675;Lage, Julie von der;Q44915124;30.01.1841;01.01.1926;Charlottenburg;Berlin;"painter;watercolorist";;female;;person
p_1700;Langenmantel, Ludwig von;Q1875323;04.04.1854;06.10.1922;Kelheim;Munich;painter;Academy of Fine Arts, Munich;male;https://de.wikipedia.org/wiki/Ludwig_von_Langenmantel;person
p_1676;Lagye, Victor;Q4988717;20.06.1825;01.09.1896;Ghent;Antwerp;"painter;drawer;illustrator";;male;https://en.wikipedia.org/wiki/Victor_Lagye;person
p_1677;Lahoda, Gustav;Q95301088;23.08.1865;;Leobersdorf;;"artist;painter";;male;;person
p_1678;Lalaing, Jacques Comte de;Q2130178;04.11.1858;10.10.1917;London;Brussels metropolitan area;"painter;sculptor";Académie royale des Beaux-Arts;male;https://en.wikipedia.org/wiki/Jacques_de_Lalaing_(artist);person
p_1679;Lalauze, Adolphe;Q2824851;08.10.1838;18.10.1906;Rive-de-Gier;Milly-la-Forêt;"etcher;illustrator;painter";Institut supérieur des arts de Toulouse;male;https://en.wikipedia.org/wiki/Adolphe_Lalauze;person
p_1680;L'Allemand, Friedrich;Q1467409;24.05.1812;20.09.1866;Hanau;Vienna;painter;;male;https://de.wikipedia.org/wiki/Fritz_L%E2%80%99Allemand;person
p_1681;L'Allemand, Siegmund;Q2284105;08.03.1840;23.10.1910;Vienna;Vienna;"painter;drawer;teacher";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Siegmund_L%27Allemand;person
p_1682;Lambeaux, Jef;Q2515102;14.01.1852;05.06.1908;Antwerp;Brussels;sculptor;Royal Academy of Fine Arts;male;https://en.wikipedia.org/wiki/Jef_Lambeaux;person
p_1683;Lamberger, Henriette;;;;;;;;female;;person
p_1684;Lambert, Louis Eugen;Q17124565;24.09.1825;17.05.1900;Paris;Paris;painter;;male;https://de.wikipedia.org/wiki/Eug%C3%A8ne_Lambert;person
p_1685;Lami, Louis Eugène;Q1355256;12.01.1800;19.12.1890;Paris;Paris;"painter;lithographer;miniaturist;illustrator";;male;https://en.wikipedia.org/wiki/Eug%C3%A8ne_Lami;person
p_1686;Lami, Stanislaus;Q645609;30.11.1858;31.01.1944;Paris;16th arrondissement of Paris;"sculptor;art historian";;male;https://en.wikipedia.org/wiki/Stanislas_Lami;person
p_1687;Lamont, Thomas Reynolds;Q37191120;01.01.1826;01.01.1898;;;"painter;illustrator";;male;;person
p_1688;Lamoriniere, Francois;Q326082;20.04.1828;03.01.1911;Antwerp;Antwerp;painter;;male;https://en.wikipedia.org/wiki/Jean_Pierre_Fran%C3%A7ois_Lamorini%C3%A8re;person
p_1689;Lamotte, Achilles;;;;;;;;male;;person
p_1690;Lancerotto, Egisto;Q3720442;21.08.1847;31.05.1916;Noale;Venice;painter;Accademia di Belle Arti di Venezia;male;https://en.wikipedia.org/wiki/Egisto_Lancerotto;person
p_1692;Landsinger, Sigmund;Q94881247;22.04.1855;03.05.1939;Vukovar;Florence;"etcher;painter;lithographer";;male;;person
p_1693;Lang, Fritz;Q1467254;15.03.1877;26.10.1961;Stuttgart;Stuttgart;"scene painter;painter";;male;https://en.wikipedia.org/wiki/Fritz_Lang_(artist);person
p_1694;Lang, Heinrich;Q5934302;24.04.1838;08.07.1891;Regensburg;Munich;"painter;artist;illustrator;writer";Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Heinrich_Lang_(painter);person
p_1695;Lang, Hermann;Q1611927;13.08.1856;08.10.1916;Heidenheim an der Brenz;Munich;sculptor;;male;https://de.wikipedia.org/wiki/Hermann_Lang_(Bildhauer);person
p_1696;Lang, Otto;Q95260468;05.09.1855;01.01.1929;Oberammergau;Munich;sculptor;;male;;person
p_1698;Lange, Konrad;Q94894157;13.09.1806;24.06.1856;Ulm;Perchtoldsdorf;"medalist;engraver";;male;;person
p_1697;Lange, Julius;Q320126;17.08.1817;25.06.1878;Darmstadt;Munich;painter;;male;https://en.wikipedia.org/wiki/Julius_Lange_(painter);person
p_1699;Lange, Paul;Q2060825;12.01.1850;26.04.1890;Vienna;Vienna;architect;;male;https://de.wikipedia.org/wiki/Paul_Lange_(Architekt,_1850);person
p_1701;Langhammer, A.;;;;;;;;unknown;;person
p_1702;Langhammer, Carl;Q95008970;01.01.1868;01.01.1943;Berlin;Berlin;"painter;graphic artist";"Berliner Akademie der Künste;Académie Julian";male;;person
p_1703;Langke, V.;;;;;;;;unknown;;person
p_1704;Langko, Dietrich;Q1223913;01.06.1819;08.11.1896;Hamburg;Munich;"landscape painter;painter";Academy of Fine Arts, Munich;male;https://en.wikipedia.org/wiki/Dietrich_Langko;person
p_1705;Lang-Laris, Hermine;Q39827028;01.01.1842;01.01.1913;Vienna;;"painter;landscape painter";;female;https://de.wikipedia.org/wiki/Hermine_Lang-Laris;person
p_1706;Langley, Walter;Q1377833;08.06.1852;21.03.1922;Birmingham;Penzance;painter;;male;https://en.wikipedia.org/wiki/Walter_Langley;person
p_1707;Lankota, H.;;;;;;;;unknown;;person
p_1708;Laporte;;;;;;;;unknown;;person
p_1710;Larssen, Johann;Q42310841;06.05.1853;01.04.1920;Bergen;;painter;Royal Danish Academy of Fine Arts;male;;person
p_1711;Larwin, Hans;Q1557607;06.12.1873;17.11.1938;Vienna;Vienna;"painter;university teacher";Academy of Fine Arts Vienna;male;https://en.wikipedia.org/wiki/Hans_Larwin;person
p_1712;Lasch, Carl;Q1039055;01.07.1822;28.08.1888;Leipzig;Moscow;painter;"Dresden Academy of Fine Arts;Academy of Fine Arts, Munich";male;https://en.wikipedia.org/wiki/Carl_Johann_Lasch;person
p_1713;László von Lombos, Fülöp Elek;Q704208;30.04.1869;22.11.1937;Pest;Hampstead;painter;Académie Julian;male;https://en.wikipedia.org/wiki/Philip_de_L%C3%A1szl%C3%B3;person
p_1714;Latt, Hans;Q641287;03.05.1859;27.02.1946;Wroc?aw;Berlin;sculptor;;male;https://de.wikipedia.org/wiki/Hans_Latt;person
p_1715;Lauer, Joseph;;;;;;;;male;;person
p_1716;Laufberger, Ferdinand Julius Wilhelm;Q212630;16.02.1829;16.07.1881;Bohosudov;Vienna;"painter;graphic artist";"Academy of Fine Arts, Prague;Academy of Fine Arts Vienna";male;https://en.wikipedia.org/wiki/Ferdinand_Laufberger;person
p_1717;Laukota, Hermine;Q19420805;24.01.1853;17.01.1931;Prague;New Town;"painter;graphic artist;teacher";;female;https://en.wikipedia.org/wiki/Hermina_Laukotov%C3%A1;person
p_1718;Laupheimer, Anton;Q30175652;23.06.1848;01.05.1927;Erbach;Munich;painter;;male;https://de.wikipedia.org/wiki/Anton_Laupheimer;person
